Entity,Code,Date,Total confirmed deaths per million (deaths per million),Daily confirmed deaths per million (deaths per million)
Asia,,"Mar 26, 2020",1.25,0.042
Asia,,"Mar 27, 2020",1.302,0.052
Asia,,"Mar 28, 2020",1.345,0.044
Asia,,"Mar 29, 2020",1.394,0.049
Asia,,"Mar 30, 2020",1.437,0.043
Asia,,"Mar 31, 2020",1.484,0.047
Asia,,"Apr 1, 2020",1.535,0.051
Asia,,"Apr 2, 2020",1.595,0.06
Asia,,"Apr 3, 2020",1.658,0.064
Asia,,"Apr 4, 2020",1.691,0.032
Asia,,"Apr 5, 2020",1.786,0.096
Asia,,"Apr 6, 2020",1.857,0.071
Asia,,"Apr 7, 2020",1.917,0.06
Asia,,"Apr 8, 2020",1.985,0.068
Asia,,"Apr 9, 2020",2.047,0.062
Asia,,"Apr 10, 2020",2.123,0.076
Asia,,"Apr 11, 2020",2.194,0.071
Asia,,"Apr 12, 2020",2.277,0.083
Asia,,"Apr 13, 2020",2.361,0.084
Asia,,"Apr 14, 2020",2.434,0.074
Asia,,"Apr 15, 2020",2.518,0.084
Asia,,"Apr 16, 2020",2.591,0.073
Asia,,"Apr 17, 2020",2.943,0.351
Asia,,"Apr 18, 2020",3.021,0.078
Asia,,"Apr 19, 2020",3.088,0.067
Asia,,"Apr 20, 2020",3.169,0.081
Asia,,"Apr 21, 2020",3.245,0.076
Asia,,"Apr 22, 2020",3.319,0.074
Asia,,"Apr 23, 2020",3.411,0.092
Asia,,"Apr 24, 2020",3.489,0.078
Asia,,"Apr 25, 2020",3.571,0.082
Asia,,"Apr 26, 2020",3.646,0.075
Asia,,"Apr 27, 2020",3.708,0.062
Asia,,"Apr 28, 2020",3.786,0.078
Asia,,"Apr 29, 2020",3.858,0.072
Asia,,"Apr 30, 2020",3.935,0.077
Asia,,"May 1, 2020",4.011,0.076
Asia,,"May 2, 2020",4.083,0.072
Asia,,"May 3, 2020",4.164,0.081
Asia,,"May 4, 2020",4.227,0.063
Asia,,"May 5, 2020",4.323,0.097
Asia,,"May 6, 2020",4.403,0.08
Asia,,"May 7, 2020",4.483,0.08
Asia,,"May 8, 2020",4.563,0.08
Asia,,"May 9, 2020",4.635,0.072
Australia,AUS,"Mar 1, 2020",0.039,0.039
Australia,AUS,"Mar 2, 2020",0.039,
Australia,AUS,"Mar 3, 2020",0.039,
Australia,AUS,"Mar 4, 2020",0.039,
Australia,AUS,"Mar 5, 2020",0.078,0.039
Australia,AUS,"Mar 6, 2020",0.078,
Australia,AUS,"Mar 7, 2020",0.078,
Australia,AUS,"Mar 8, 2020",0.118,0.039
Australia,AUS,"Mar 9, 2020",0.118,
Australia,AUS,"Mar 10, 2020",0.118,
Australia,AUS,"Mar 11, 2020",0.118,
Australia,AUS,"Mar 12, 2020",0.118,
Australia,AUS,"Mar 13, 2020",0.118,
Australia,AUS,"Mar 14, 2020",0.118,
Australia,AUS,"Mar 15, 2020",0.118,
Australia,AUS,"Mar 16, 2020",0.196,0.078
Australia,AUS,"Mar 17, 2020",0.196,
Australia,AUS,"Mar 18, 2020",0.196,
Australia,AUS,"Mar 19, 2020",0.235,0.039
Australia,AUS,"Mar 20, 2020",0.235,
Australia,AUS,"Mar 21, 2020",0.275,0.039
Australia,AUS,"Mar 22, 2020",0.275,
Australia,AUS,"Mar 23, 2020",0.275,
Australia,AUS,"Mar 24, 2020",0.275,
Australia,AUS,"Mar 25, 2020",0.314,0.039
Australia,AUS,"Mar 26, 2020",0.431,0.118
Australia,AUS,"Mar 27, 2020",0.51,0.078
Australia,AUS,"Mar 28, 2020",0.51,
Australia,AUS,"Mar 29, 2020",0.549,0.039
Australia,AUS,"Mar 30, 2020",0.627,0.078
Australia,AUS,"Mar 31, 2020",0.745,0.118
Australia,AUS,"Apr 1, 2020",0.784,0.039
Australia,AUS,"Apr 2, 2020",0.824,0.039
Australia,AUS,"Apr 3, 2020",0.902,0.078
Australia,AUS,"Apr 4, 2020",1.176,0.275
Australia,AUS,"Apr 5, 2020",1.333,0.157
Australia,AUS,"Apr 6, 2020",1.412,0.078
Australia,AUS,"Apr 7, 2020",1.647,0.235
Australia,AUS,"Apr 8, 2020",1.765,0.118
Australia,AUS,"Apr 9, 2020",1.961,0.196
Australia,AUS,"Apr 10, 2020",2.039,0.078
Australia,AUS,"Apr 11, 2020",2.118,0.078
Australia,AUS,"Apr 12, 2020",2.235,0.118
Australia,AUS,"Apr 13, 2020",2.392,0.157
Australia,AUS,"Apr 14, 2020",2.392,
Australia,AUS,"Apr 15, 2020",2.392,
Australia,AUS,"Apr 16, 2020",2.471,0.078
Australia,AUS,"Apr 17, 2020",2.471,
Australia,AUS,"Apr 18, 2020",2.627,0.157
Australia,AUS,"Apr 19, 2020",2.706,0.078
Australia,AUS,"Apr 20, 2020",2.745,0.039
Australia,AUS,"Apr 21, 2020",2.784,0.039
Australia,AUS,"Apr 22, 2020",2.902,0.118
Australia,AUS,"Apr 23, 2020",2.902,
Australia,AUS,"Apr 24, 2020",2.941,0.039
Australia,AUS,"Apr 25, 2020",3.098,0.157
Australia,AUS,"Apr 26, 2020",3.176,0.078
Australia,AUS,"Apr 27, 2020",3.255,0.078
Australia,AUS,"Apr 28, 2020",3.294,0.039
Australia,AUS,"Apr 29, 2020",3.451,0.157
Australia,AUS,"Apr 30, 2020",3.529,0.078
Australia,AUS,"May 1, 2020",3.608,0.078
Australia,AUS,"May 2, 2020",3.647,0.039
Australia,AUS,"May 3, 2020",3.647,
Australia,AUS,"May 4, 2020",3.726,0.078
Australia,AUS,"May 5, 2020",3.726,
Australia,AUS,"May 6, 2020",3.765,0.039
Australia,AUS,"May 7, 2020",3.804,0.039
Australia,AUS,"May 8, 2020",3.804,
Australia,AUS,"May 9, 2020",3.804,
Austria,AUT,"Mar 13, 2020",0.111,0.111
Austria,AUT,"Mar 14, 2020",0.111,
Austria,AUT,"Mar 15, 2020",0.111,
Austria,AUT,"Mar 16, 2020",0.111,
Austria,AUT,"Mar 17, 2020",0.333,0.222
Austria,AUT,"Mar 18, 2020",0.333,
Austria,AUT,"Mar 19, 2020",0.444,0.111
Austria,AUT,"Mar 20, 2020",0.666,0.222
Austria,AUT,"Mar 21, 2020",0.666,
Austria,AUT,"Mar 22, 2020",0.888,0.222
Austria,AUT,"Mar 23, 2020",1.777,0.888
Austria,AUT,"Mar 24, 2020",2.776,0.999
Austria,AUT,"Mar 25, 2020",3.331,0.555
Austria,AUT,"Mar 26, 2020",3.775,0.444
Austria,AUT,"Mar 27, 2020",5.774,1.999
Austria,AUT,"Mar 28, 2020",7.55,1.777
Austria,AUT,"Mar 29, 2020",7.55,
Austria,AUT,"Mar 30, 2020",9.549,1.999
Austria,AUT,"Mar 31, 2020",11.991,2.443
Austria,AUT,"Apr 1, 2020",14.212,2.221
Austria,AUT,"Apr 2, 2020",16.211,1.999
Austria,AUT,"Apr 3, 2020",17.543,1.332
Austria,AUT,"Apr 4, 2020",18.653,1.11
Austria,AUT,"Apr 5, 2020",20.652,1.999
Austria,AUT,"Apr 6, 2020",22.651,1.999
Austria,AUT,"Apr 7, 2020",24.427,1.777
Austria,AUT,"Apr 8, 2020",26.981,2.554
Austria,AUT,"Apr 9, 2020",30.312,3.331
Austria,AUT,"Apr 10, 2020",32.754,2.443
Austria,AUT,"Apr 11, 2020",35.419,2.665
Austria,AUT,"Apr 12, 2020",37.418,1.999
Austria,AUT,"Apr 13, 2020",38.861,1.443
Austria,AUT,"Apr 14, 2020",40.86,1.999
Austria,AUT,"Apr 15, 2020",42.636,1.777
Austria,AUT,"Apr 16, 2020",43.636,0.999
Austria,AUT,"Apr 17, 2020",45.523,1.888
Austria,AUT,"Apr 18, 2020",47.855,2.332
Austria,AUT,"Apr 19, 2020",49.187,1.332
Austria,AUT,"Apr 20, 2020",50.187,0.999
Austria,AUT,"Apr 21, 2020",51.297,1.11
Austria,AUT,"Apr 22, 2020",51.408,0.111
Austria,AUT,"Apr 23, 2020",54.85,3.442
Austria,AUT,"Apr 24, 2020",56.404,1.554
Austria,AUT,"Apr 25, 2020",56.959,0.555
Austria,AUT,"Apr 26, 2020",59.513,2.554
Austria,AUT,"Apr 27, 2020",60.179,0.666
Austria,AUT,"Apr 28, 2020",60.957,0.777
Austria,AUT,"Apr 29, 2020",63.177,2.221
Austria,AUT,"Apr 30, 2020",64.399,1.221
Austria,AUT,"May 1, 2020",64.843,0.444
Austria,AUT,"May 2, 2020",65.398,0.555
Austria,AUT,"May 3, 2020",66.175,0.777
Austria,AUT,"May 4, 2020",66.397,0.222
Austria,AUT,"May 5, 2020",66.619,0.222
Austria,AUT,"May 6, 2020",67.285,0.666
Austria,AUT,"May 7, 2020",67.508,0.222
Austria,AUT,"May 8, 2020",67.619,0.111
Austria,AUT,"May 9, 2020",68.174,0.555
Azerbaijan,AZE,"Mar 21, 2020",0.099,0.099
Azerbaijan,AZE,"Mar 22, 2020",0.099,
Azerbaijan,AZE,"Mar 23, 2020",0.099,
Azerbaijan,AZE,"Mar 24, 2020",0.099,
Azerbaijan,AZE,"Mar 25, 2020",0.099,
Azerbaijan,AZE,"Mar 26, 2020",0.197,0.099
Azerbaijan,AZE,"Mar 27, 2020",0.296,0.099
Azerbaijan,AZE,"Mar 28, 2020",0.296,
Azerbaijan,AZE,"Mar 29, 2020",0.395,0.099
Azerbaijan,AZE,"Mar 30, 2020",0.395,
Azerbaijan,AZE,"Mar 31, 2020",0.395,
Azerbaijan,AZE,"Apr 1, 2020",0.493,0.099
Azerbaijan,AZE,"Apr 2, 2020",0.493,
Azerbaijan,AZE,"Apr 3, 2020",0.493,
Azerbaijan,AZE,"Apr 4, 2020",0.493,
Azerbaijan,AZE,"Apr 5, 2020",0.493,
Azerbaijan,AZE,"Apr 6, 2020",0.69,0.197
Azerbaijan,AZE,"Apr 7, 2020",0.69,
Azerbaijan,AZE,"Apr 8, 2020",0.789,0.099
Azerbaijan,AZE,"Apr 9, 2020",0.789,
Azerbaijan,AZE,"Apr 10, 2020",0.888,0.099
Azerbaijan,AZE,"Apr 11, 2020",0.986,0.099
Azerbaijan,AZE,"Apr 12, 2020",1.085,0.099
Azerbaijan,AZE,"Apr 13, 2020",1.085,
Azerbaijan,AZE,"Apr 14, 2020",1.184,0.099
Azerbaijan,AZE,"Apr 15, 2020",1.282,0.099
Azerbaijan,AZE,"Apr 16, 2020",1.282,
Azerbaijan,AZE,"Apr 17, 2020",1.479,0.197
Azerbaijan,AZE,"Apr 18, 2020",1.479,
Azerbaijan,AZE,"Apr 19, 2020",1.775,0.296
Azerbaijan,AZE,"Apr 20, 2020",1.874,0.099
Azerbaijan,AZE,"Apr 21, 2020",1.874,
Azerbaijan,AZE,"Apr 22, 2020",1.973,0.099
Azerbaijan,AZE,"Apr 23, 2020",1.973,
Azerbaijan,AZE,"Apr 24, 2020",1.973,
Azerbaijan,AZE,"Apr 25, 2020",2.071,0.099
Azerbaijan,AZE,"Apr 26, 2020",2.071,
Azerbaijan,AZE,"Apr 27, 2020",2.071,
Azerbaijan,AZE,"Apr 28, 2020",2.17,0.099
Azerbaijan,AZE,"Apr 29, 2020",2.17,
Azerbaijan,AZE,"Apr 30, 2020",2.268,0.099
Azerbaijan,AZE,"May 1, 2020",2.367,0.099
Azerbaijan,AZE,"May 2, 2020",2.466,0.099
Azerbaijan,AZE,"May 3, 2020",2.466,
Azerbaijan,AZE,"May 4, 2020",2.466,
Azerbaijan,AZE,"May 5, 2020",2.564,0.099
Azerbaijan,AZE,"May 6, 2020",2.564,
Azerbaijan,AZE,"May 7, 2020",2.762,0.197
Azerbaijan,AZE,"May 8, 2020",2.762,
Azerbaijan,AZE,"May 9, 2020",2.762,
Bahamas,BHS,"Apr 2, 2020",2.543,2.543
Bahamas,BHS,"Apr 3, 2020",2.543,
Bahamas,BHS,"Apr 4, 2020",7.629,5.086
Bahamas,BHS,"Apr 5, 2020",10.172,2.543
Bahamas,BHS,"Apr 6, 2020",12.715,2.543
Bahamas,BHS,"Apr 7, 2020",12.715,
Bahamas,BHS,"Apr 8, 2020",15.258,2.543
Bahamas,BHS,"Apr 9, 2020",17.8,2.543
Bahamas,BHS,"Apr 10, 2020",20.343,2.543
Bahamas,BHS,"Apr 11, 2020",20.343,
Bahamas,BHS,"Apr 12, 2020",20.343,
Bahamas,BHS,"Apr 13, 2020",20.343,
Bahamas,BHS,"Apr 14, 2020",20.343,
Bahamas,BHS,"Apr 15, 2020",20.343,
Bahamas,BHS,"Apr 16, 2020",20.343,
Bahamas,BHS,"Apr 17, 2020",22.886,2.543
Bahamas,BHS,"Apr 18, 2020",22.886,
Bahamas,BHS,"Apr 19, 2020",22.886,
Bahamas,BHS,"Apr 20, 2020",22.886,
Bahamas,BHS,"Apr 21, 2020",22.886,
Bahamas,BHS,"Apr 22, 2020",22.886,
Bahamas,BHS,"Apr 23, 2020",22.886,
Bahamas,BHS,"Apr 24, 2020",27.972,5.086
Bahamas,BHS,"Apr 25, 2020",27.972,
Bahamas,BHS,"Apr 26, 2020",27.972,
Bahamas,BHS,"Apr 27, 2020",27.972,
Bahamas,BHS,"Apr 28, 2020",27.972,
Bahamas,BHS,"Apr 29, 2020",27.972,
Bahamas,BHS,"Apr 30, 2020",27.972,
Bahamas,BHS,"May 1, 2020",27.972,
Bahamas,BHS,"May 2, 2020",27.972,
Bahamas,BHS,"May 3, 2020",27.972,
Bahamas,BHS,"May 4, 2020",27.972,
Bahamas,BHS,"May 5, 2020",27.972,
Bahamas,BHS,"May 6, 2020",27.972,
Bahamas,BHS,"May 7, 2020",27.972,
Bahamas,BHS,"May 8, 2020",27.972,
Bahamas,BHS,"May 9, 2020",27.972,
Bahrain,BHR,"Mar 17, 2020",0.588,0.588
Bahrain,BHR,"Mar 18, 2020",0.588,
Bahrain,BHR,"Mar 19, 2020",0.588,
Bahrain,BHR,"Mar 20, 2020",0.588,
Bahrain,BHR,"Mar 21, 2020",0.588,
Bahrain,BHR,"Mar 22, 2020",0.588,
Bahrain,BHR,"Mar 23, 2020",1.175,0.588
Bahrain,BHR,"Mar 24, 2020",1.175,
Bahrain,BHR,"Mar 25, 2020",1.763,0.588
Bahrain,BHR,"Mar 26, 2020",1.763,
Bahrain,BHR,"Mar 27, 2020",2.351,0.588
Bahrain,BHR,"Mar 28, 2020",2.351,
Bahrain,BHR,"Mar 29, 2020",2.351,
Bahrain,BHR,"Mar 30, 2020",2.351,
Bahrain,BHR,"Mar 31, 2020",2.351,
Bahrain,BHR,"Apr 1, 2020",2.351,
Bahrain,BHR,"Apr 2, 2020",2.351,
Bahrain,BHR,"Apr 3, 2020",2.351,
Bahrain,BHR,"Apr 4, 2020",2.351,
Bahrain,BHR,"Apr 5, 2020",2.351,
Bahrain,BHR,"Apr 6, 2020",2.351,
Bahrain,BHR,"Apr 7, 2020",2.351,
Bahrain,BHR,"Apr 8, 2020",2.938,0.588
Bahrain,BHR,"Apr 9, 2020",2.938,
Bahrain,BHR,"Apr 10, 2020",2.938,
Bahrain,BHR,"Apr 11, 2020",3.526,0.588
Bahrain,BHR,"Apr 12, 2020",3.526,
Bahrain,BHR,"Apr 13, 2020",3.526,
Bahrain,BHR,"Apr 14, 2020",4.114,0.588
Bahrain,BHR,"Apr 15, 2020",4.114,
Bahrain,BHR,"Apr 16, 2020",4.114,
Bahrain,BHR,"Apr 17, 2020",4.114,
Bahrain,BHR,"Apr 18, 2020",4.114,
Bahrain,BHR,"Apr 19, 2020",4.114,
Bahrain,BHR,"Apr 20, 2020",4.114,
Bahrain,BHR,"Apr 21, 2020",4.114,
Bahrain,BHR,"Apr 22, 2020",4.114,
Bahrain,BHR,"Apr 23, 2020",4.114,
Bahrain,BHR,"Apr 24, 2020",4.702,0.588
Bahrain,BHR,"Apr 25, 2020",4.702,
Bahrain,BHR,"Apr 26, 2020",4.702,
Bahrain,BHR,"Apr 27, 2020",4.702,
Bahrain,BHR,"Apr 28, 2020",4.702,
Bahrain,BHR,"Apr 29, 2020",4.702,
Bahrain,BHR,"Apr 30, 2020",4.702,
Bahrain,BHR,"May 1, 2020",4.702,
Bahrain,BHR,"May 2, 2020",4.702,
Bahrain,BHR,"May 3, 2020",4.702,
Bahrain,BHR,"May 4, 2020",4.702,
Bahrain,BHR,"May 5, 2020",4.702,
Bahrain,BHR,"May 6, 2020",4.702,
Bahrain,BHR,"May 7, 2020",4.702,
Bahrain,BHR,"May 8, 2020",4.702,
Bahrain,BHR,"May 9, 2020",4.702,
Bangladesh,BGD,"Mar 22, 2020",0.012,0.012
Bangladesh,BGD,"Mar 23, 2020",0.018,0.006
Bangladesh,BGD,"Mar 24, 2020",0.018,
Bangladesh,BGD,"Mar 25, 2020",0.024,0.006
Bangladesh,BGD,"Mar 26, 2020",0.03,0.006
Bangladesh,BGD,"Mar 27, 2020",0.03,
Bangladesh,BGD,"Mar 28, 2020",0.03,
Bangladesh,BGD,"Mar 29, 2020",0.03,
Bangladesh,BGD,"Mar 30, 2020",0.03,
Bangladesh,BGD,"Mar 31, 2020",0.03,
Bangladesh,BGD,"Apr 1, 2020",0.03,
Bangladesh,BGD,"Apr 2, 2020",0.036,0.006
Bangladesh,BGD,"Apr 3, 2020",0.036,
Bangladesh,BGD,"Apr 4, 2020",0.036,
Bangladesh,BGD,"Apr 5, 2020",0.049,0.012
Bangladesh,BGD,"Apr 6, 2020",0.055,0.006
Bangladesh,BGD,"Apr 7, 2020",0.073,0.018
Bangladesh,BGD,"Apr 8, 2020",0.103,0.03
Bangladesh,BGD,"Apr 9, 2020",0.121,0.018
Bangladesh,BGD,"Apr 10, 2020",0.128,0.006
Bangladesh,BGD,"Apr 11, 2020",0.164,0.036
Bangladesh,BGD,"Apr 12, 2020",0.182,0.018
Bangladesh,BGD,"Apr 13, 2020",0.206,0.024
Bangladesh,BGD,"Apr 14, 2020",0.237,0.03
Bangladesh,BGD,"Apr 15, 2020",0.279,0.043
Bangladesh,BGD,"Apr 16, 2020",0.304,0.024
Bangladesh,BGD,"Apr 17, 2020",0.364,0.061
Bangladesh,BGD,"Apr 18, 2020",0.455,0.091
Bangladesh,BGD,"Apr 19, 2020",0.51,0.055
Bangladesh,BGD,"Apr 20, 2020",0.553,0.043
Bangladesh,BGD,"Apr 21, 2020",0.613,0.061
Bangladesh,BGD,"Apr 22, 2020",0.668,0.055
Bangladesh,BGD,"Apr 23, 2020",0.729,0.061
Bangladesh,BGD,"Apr 24, 2020",0.771,0.043
Bangladesh,BGD,"Apr 25, 2020",0.795,0.024
Bangladesh,BGD,"Apr 26, 2020",0.85,0.055
Bangladesh,BGD,"Apr 27, 2020",0.88,0.03
Bangladesh,BGD,"Apr 28, 2020",0.923,0.043
Bangladesh,BGD,"Apr 29, 2020",0.941,0.018
Bangladesh,BGD,"Apr 30, 2020",0.99,0.049
Bangladesh,BGD,"May 1, 2020",1.02,0.03
Bangladesh,BGD,"May 2, 2020",1.032,0.012
Bangladesh,BGD,"May 3, 2020",1.063,0.03
Bangladesh,BGD,"May 4, 2020",1.075,0.012
Bangladesh,BGD,"May 5, 2020",1.105,0.03
Bangladesh,BGD,"May 6, 2020",1.111,0.006
Bangladesh,BGD,"May 7, 2020",1.129,0.018
Bangladesh,BGD,"May 8, 2020",1.208,0.079
Bangladesh,BGD,"May 9, 2020",1.251,0.043
Barbados,BRB,"Apr 6, 2020",3.48,3.48
Barbados,BRB,"Apr 7, 2020",6.96,3.48
Barbados,BRB,"Apr 8, 2020",10.439,3.48
Barbados,BRB,"Apr 9, 2020",10.439,
Barbados,BRB,"Apr 10, 2020",10.439,
Barbados,BRB,"Apr 11, 2020",13.919,3.48
Barbados,BRB,"Apr 12, 2020",13.919,
Barbados,BRB,"Apr 13, 2020",13.919,
Barbados,BRB,"Apr 14, 2020",13.919,
Barbados,BRB,"Apr 15, 2020",17.399,3.48
Barbados,BRB,"Apr 16, 2020",17.399,
Barbados,BRB,"Apr 17, 2020",17.399,
Barbados,BRB,"Apr 18, 2020",17.399,
Barbados,BRB,"Apr 19, 2020",17.399,
Barbados,BRB,"Apr 20, 2020",17.399,
Barbados,BRB,"Apr 21, 2020",17.399,
Barbados,BRB,"Apr 22, 2020",17.399,
Barbados,BRB,"Apr 23, 2020",20.879,3.48
Barbados,BRB,"Apr 24, 2020",20.879,
Barbados,BRB,"Apr 25, 2020",20.879,
Barbados,BRB,"Apr 26, 2020",20.879,
Barbados,BRB,"Apr 27, 2020",20.879,
Barbados,BRB,"Apr 28, 2020",20.879,
Barbados,BRB,"Apr 29, 2020",20.879,
Barbados,BRB,"Apr 30, 2020",24.359,3.48
Barbados,BRB,"May 1, 2020",24.359,
Barbados,BRB,"May 2, 2020",24.359,
Barbados,BRB,"May 3, 2020",24.359,
Barbados,BRB,"May 4, 2020",24.359,
Barbados,BRB,"May 5, 2020",24.359,
Barbados,BRB,"May 6, 2020",24.359,
Barbados,BRB,"May 7, 2020",24.359,
Barbados,BRB,"May 8, 2020",24.359,
Barbados,BRB,"May 9, 2020",24.359,
Belarus,BLR,"Apr 3, 2020",0.423,0.423
Belarus,BLR,"Apr 4, 2020",0.423,
Belarus,BLR,"Apr 5, 2020",0.529,0.106
Belarus,BLR,"Apr 6, 2020",0.847,0.317
Belarus,BLR,"Apr 7, 2020",1.376,0.529
Belarus,BLR,"Apr 8, 2020",1.376,
Belarus,BLR,"Apr 9, 2020",1.376,
Belarus,BLR,"Apr 10, 2020",1.693,0.317
Belarus,BLR,"Apr 11, 2020",2.011,0.317
Belarus,BLR,"Apr 12, 2020",2.434,0.423
Belarus,BLR,"Apr 13, 2020",2.752,0.317
Belarus,BLR,"Apr 14, 2020",3.069,0.317
Belarus,BLR,"Apr 15, 2020",3.492,0.423
Belarus,BLR,"Apr 16, 2020",3.81,0.317
Belarus,BLR,"Apr 17, 2020",4.233,0.423
Belarus,BLR,"Apr 18, 2020",4.445,0.212
Belarus,BLR,"Apr 19, 2020",4.762,0.317
Belarus,BLR,"Apr 20, 2020",4.974,0.212
Belarus,BLR,"Apr 21, 2020",5.397,0.423
Belarus,BLR,"Apr 22, 2020",5.821,0.423
Belarus,BLR,"Apr 23, 2020",6.138,0.317
Belarus,BLR,"Apr 24, 2020",6.35,0.212
Belarus,BLR,"Apr 25, 2020",6.667,0.317
Belarus,BLR,"Apr 26, 2020",7.09,0.423
Belarus,BLR,"Apr 27, 2020",7.62,0.529
Belarus,BLR,"Apr 28, 2020",7.937,0.317
Belarus,BLR,"Apr 29, 2020",8.36,0.423
Belarus,BLR,"Apr 30, 2020",8.89,0.529
Belarus,BLR,"May 1, 2020",9.419,0.529
Belarus,BLR,"May 2, 2020",9.842,0.423
Belarus,BLR,"May 3, 2020",10.265,0.423
Belarus,BLR,"May 4, 2020",10.477,0.212
Belarus,BLR,"May 5, 2020",10.9,0.423
Belarus,BLR,"May 6, 2020",11.324,0.423
Belarus,BLR,"May 7, 2020",11.853,0.529
Belarus,BLR,"May 8, 2020",12.276,0.423
Belarus,BLR,"May 9, 2020",12.805,0.529
Belgium,BEL,"Mar 12, 2020",0.259,0.259
Belgium,BEL,"Mar 13, 2020",0.259,
Belgium,BEL,"Mar 14, 2020",0.259,
Belgium,BEL,"Mar 15, 2020",0.345,0.086
Belgium,BEL,"Mar 16, 2020",0.345,
Belgium,BEL,"Mar 17, 2020",0.431,0.086
Belgium,BEL,"Mar 18, 2020",0.431,
Belgium,BEL,"Mar 19, 2020",1.208,0.777
Belgium,BEL,"Mar 20, 2020",1.812,0.604
Belgium,BEL,"Mar 21, 2020",3.193,1.381
Belgium,BEL,"Mar 22, 2020",5.781,2.589
Belgium,BEL,"Mar 23, 2020",6.471,0.69
Belgium,BEL,"Mar 24, 2020",7.593,1.122
Belgium,BEL,"Mar 25, 2020",10.527,2.934
Belgium,BEL,"Mar 26, 2020",15.359,4.832
Belgium,BEL,"Mar 27, 2020",18.983,3.624
Belgium,BEL,"Mar 28, 2020",24.936,5.954
Belgium,BEL,"Mar 29, 2020",30.458,5.522
Belgium,BEL,"Mar 30, 2020",37.188,6.73
Belgium,BEL,"Mar 31, 2020",44.264,7.075
Belgium,BEL,"Apr 1, 2020",60.83,16.567
Belgium,BEL,"Apr 2, 2020",71.443,10.613
Belgium,BEL,"Apr 3, 2020",87.233,15.79
Belgium,BEL,"Apr 4, 2020",98.623,11.39
Belgium,BEL,"Apr 5, 2020",110.703,12.08
Belgium,BEL,"Apr 6, 2020",124.853,14.151
Belgium,BEL,"Apr 7, 2020",140.816,15.963
Belgium,BEL,"Apr 8, 2020",175.588,34.773
Belgium,BEL,"Apr 9, 2020",193.276,17.688
Belgium,BEL,"Apr 10, 2020",217.695,24.418
Belgium,BEL,"Apr 11, 2020",260.492,42.797
Belgium,BEL,"Apr 12, 2020",288.707,28.215
Belgium,BEL,"Apr 13, 2020",310.623,21.916
Belgium,BEL,"Apr 14, 2020",336.767,26.144
Belgium,BEL,"Apr 15, 2020",358.683,21.916
Belgium,BEL,"Apr 16, 2020",383.102,24.418
Belgium,BEL,"Apr 17, 2020",419.082,35.98
Belgium,BEL,"Apr 18, 2020",445.485,26.403
Belgium,BEL,"Apr 19, 2020",470.507,25.022
Belgium,BEL,"Apr 20, 2020",490.353,19.845
Belgium,BEL,"Apr 21, 2020",502.864,12.511
Belgium,BEL,"Apr 22, 2020",517.532,14.668
Belgium,BEL,"Apr 23, 2020",540.311,22.779
Belgium,BEL,"Apr 24, 2020",559.984,19.673
Belgium,BEL,"Apr 25, 2020",576.292,16.308
Belgium,BEL,"Apr 26, 2020",596.827,20.536
Belgium,BEL,"Apr 27, 2020",612.1,15.272
Belgium,BEL,"Apr 28, 2020",621.85,9.75
Belgium,BEL,"Apr 29, 2020",632.549,10.699
Belgium,BEL,"Apr 30, 2020",647.217,14.668
Belgium,BEL,"May 1, 2020",655.242,8.024
Belgium,BEL,"May 2, 2020",664.647,9.405
Belgium,BEL,"May 3, 2020",669.996,5.35
Belgium,BEL,"May 4, 2020",676.813,6.816
Belgium,BEL,"May 5, 2020",683.715,6.903
Belgium,BEL,"May 6, 2020",691.654,7.938
Belgium,BEL,"May 7, 2020",719.523,27.87
Belgium,BEL,"May 8, 2020",726.081,6.558
Belgium,BEL,"May 9, 2020",735.227,9.146
Belize,BLZ,"Apr 6, 2020",2.515,2.515
Belize,BLZ,"Apr 7, 2020",2.515,
Belize,BLZ,"Apr 8, 2020",2.515,
Belize,BLZ,"Apr 9, 2020",2.515,
Belize,BLZ,"Apr 10, 2020",2.515,
Belize,BLZ,"Apr 11, 2020",5.03,2.515
Belize,BLZ,"Apr 12, 2020",5.03,
Belize,BLZ,"Apr 13, 2020",5.03,
Belize,BLZ,"Apr 14, 2020",5.03,
Belize,BLZ,"Apr 15, 2020",5.03,
Belize,BLZ,"Apr 16, 2020",5.03,
Belize,BLZ,"Apr 17, 2020",5.03,
Belize,BLZ,"Apr 18, 2020",5.03,
Belize,BLZ,"Apr 19, 2020",5.03,
Belize,BLZ,"Apr 20, 2020",5.03,
Belize,BLZ,"Apr 21, 2020",5.03,
Belize,BLZ,"Apr 22, 2020",5.03,
Belize,BLZ,"Apr 23, 2020",5.03,
Belize,BLZ,"Apr 24, 2020",5.03,
Belize,BLZ,"Apr 25, 2020",5.03,
Belize,BLZ,"Apr 26, 2020",5.03,
Belize,BLZ,"Apr 27, 2020",5.03,
Belize,BLZ,"Apr 28, 2020",5.03,
Belize,BLZ,"Apr 29, 2020",5.03,
Belize,BLZ,"Apr 30, 2020",5.03,
Belize,BLZ,"May 1, 2020",5.03,
Belize,BLZ,"May 2, 2020",5.03,
Belize,BLZ,"May 3, 2020",5.03,
Belize,BLZ,"May 4, 2020",5.03,
Belize,BLZ,"May 5, 2020",5.03,
Belize,BLZ,"May 6, 2020",5.03,
Belize,BLZ,"May 7, 2020",5.03,
